Summary,Temperature (C),Humidity,Pressure (millibars)
Foggy,3.816666667,1,1014.35
Clear,6.883333333,0.93,1014
Mostly Cloudy,8.938888889,0.88,1013.53
Mostly Cloudy,11.20555556,0.79,1013.05
Mostly Cloudy,12.85,0.7,1012.74
Mostly Cloudy,13.96111111,0.63,1011.92
Mostly Cloudy,14.97777778,0.51,1010.87
Overcast,14.02777778,0.57,1009.99
Mostly Cloudy,15.02222222,0.51,1008.85
Mostly Cloudy,15.04444444,0.54,1007.74
Overcast,15.08888889,0.5,1007.07
Overcast,14.95,0.51,1006.26
Overcast,13.81666667,0.59,1005.77
Overcast,12.91666667,0.64,1005.19
Overcast,13.83888889,0.59,1004.85
Overcast,12.75555556,0.69,1005.49
Overcast,12.65,0.74,1005.64
Overcast,11.68888889,0.8,1005.45
Overcast,10.62777778,0.88,1005.65
Overcast,5.666666667,0.91,1012.87
Overcast,10.05,0.92,1006.34
Overcast,9.977777778,0.93,1006.47
Overcast,9.777777778,0.95,1007.16
Overcast,8.661111111,0.99,1007.18
Overcast,7.55,0.95,1007.86
Overcast,7.233333333,0.93,1008.4
Overcast,6.044444444,0.92,1008.86
Overcast,6.094444444,0.85,1009.1
Overcast,6.116666667,0.82,1010.06
Overcast,6.066666667,0.86,1010.67
Overcast,6.038888889,0.93,1011.06
Overcast,6.888888889,0.93,1011.03
Overcast,7.061111111,0.86,1011.14
Overcast,6.038888889,0.93,1011.61
Overcast,6.072222222,0.93,1011.86
Overcast,5.044444444,0.93,1011.93
Overcast,5.022222222,0.92,1012.4
Overcast,5.033333333,0.93,1013.23
Overcast,5,0.93,1013.8
Overcast,4.977777778,0.93,1014.08
Overcast,4.933333333,0.87,1013.96
Overcast,4.466666667,0.92,1013.9
Overcast,4.444444444,0.92,1014.39
Clear,4.011111111,0.83,1016.82
Overcast,4.905555556,0.86,1014.18
Overcast,4.883333333,0.83,1014.27
Overcast,4.388888889,0.89,1014.14
Overcast,4.838888889,0.86,1014.11
Overcast,4.811111111,0.83,1014.41
Mostly Cloudy,4.944444444,0.84,1014.9
Mostly Cloudy,7.2,0.65,1014.98
Partly Cloudy,7.777777778,0.67,1014.97
Mostly Cloudy,8.727777778,0.64,1015.52
Mostly Cloudy,8.983333333,0.57,1015.64
Partly Cloudy,10,0.5,1015.72
Mostly Cloudy,10.09444444,0.55,1015.47
Partly Cloudy,11.06111111,0.46,1015.24
Partly Cloudy,10.13888889,0.42,1015.14
Partly Cloudy,11.01111111,0.42,1015.13
Partly Cloudy,10.11666667,0.49,1015.39
Partly Cloudy,7.916666667,0.57,1015.7
Partly Cloudy,7.333333333,0.63,1016.2
Partly Cloudy,5.05,0.75,1016.83
Clear,3.933333333,0.76,1017.12
Partly Cloudy,4.094444444,0.77,1017.38
Partly Cloudy,3.8,0.82,1017.32
Clear,2.688888889,0.85,1017.42
Clear,5.066666667,0.81,1018.24
Clear,2.6,0.85,1017.33
Partly Cloudy,1.583333333,0.92,1017.53
Partly Cloudy,2.155555556,0.9,1017.7
Clear,0.955555556,0.92,1017.84
Clear,0.955555556,0.92,1018.13
Clear,5.594444444,0.82,1018.47
Clear,9.822222222,0.66,1018.32
Clear,11.07222222,0.54,1018.59
Partly Cloudy,11.05555556,0.48,1018.68
Partly Cloudy,12.24444444,0.43,1018.49
Partly Cloudy,12.85,0.41,1018.38
Partly Cloudy,12.88888889,0.38,1018.35
Partly Cloudy,12.91666667,0.4,1017.58
Partly Cloudy,13.88888889,0.46,1017.37
Partly Cloudy,13.02222222,0.48,1017.37
Clear,12.38333333,0.49,1017.24
Clear,10.20555556,0.57,1017.45
Clear,9.144444444,0.62,1017.83
Clear,7.827777778,0.68,1018.17
Clear,7.733333333,0.65,1018.28
Clear,7.144444444,0.69,1018.37
Clear,6.016666667,0.74,1018.39
Clear,5.461111111,0.76,1018.49
Partly Cloudy,8.244444444,0.72,1015.16
Clear,3.838888889,0.82,1018.18
Clear,2.244444444,0.91,1018.29
Clear,2.022222222,0.93,1018.28
Clear,2.172222222,0.92,1018.08
Clear,3.661111111,0.89,1018.6
Clear,6.111111111,0.79,1018.66
Partly Cloudy,10.00555556,0.66,1018.38
Clear,12.24444444,0.52,1018.46
Clear,12.93888889,0.5,1018.34
Partly Cloudy,13.98333333,0.5,1017.86
Partly Cloudy,15.09444444,0.44,1017.26
Partly Cloudy,16.25,0.43,1016.76
Mostly Cloudy,17.26666667,0.41,1016.04
Mostly Cloudy,17.28888889,0.38,1015.06
Overcast,17.38888889,0.37,1014.68
Mostly Cloudy,17.28888889,0.38,1014.36
Partly Cloudy,15.08888889,0.44,1014.16
Partly Cloudy,11.71111111,0.58,1014.36
Partly Cloudy,11.16111111,0.61,1014.6
Partly Cloudy,10.02777778,0.68,1014.69
Partly Cloudy,10.13888889,0.65,1014.51
Partly Cloudy,21.01666667,0.87,1012.02
Clear,19.44444444,0.9,1012.22
Mostly Cloudy,20.72222222,0.81,1008.65
Partly Cloudy,18.79444444,0.93,1012.11
Partly Cloudy,17.73333333,0.93,1011.63
Partly Cloudy,17.60555556,0.95,1011.84
Partly Cloudy,18.73333333,0.93,1011.81
Partly Cloudy,22.55555556,0.8,1011.72
Partly Cloudy,24.76111111,0.7,1011.86
Partly Cloudy,27.17222222,0.56,1011.67
Mostly Cloudy,28.91111111,0.55,1011.27
Mostly Cloudy,30.95555556,0.42,1011.07
Mostly Cloudy,32.17222222,0.38,1010.47
Mostly Cloudy,32.12777778,0.32,1010.07
Mostly Cloudy,31.98333333,0.35,1009.69
Mostly Cloudy,32.53888889,0.38,1008.95
Partly Cloudy,31.97777778,0.4,1008.2
Mostly Cloudy,32.01111111,0.41,1007.57
Mostly Cloudy,30.94444444,0.39,1007.1
Mostly Cloudy,28.57222222,0.5,1007.04
Mostly Cloudy,27.09444444,0.59,1007.03
Mostly Cloudy,24.69444444,0.65,1006.95
Partly Cloudy,24.13888889,0.7,1007.07
Mostly Cloudy,23.12222222,0.77,1007.62
Partly Cloudy,15.56111111,0.92,1011.53
Partly Cloudy,15.49444444,0.87,1011.34
Mostly Cloudy,16.53888889,0.91,1008.66
Partly Cloudy,13.8,0.9,1011.04
Partly Cloudy,13.31666667,0.9,1011.12
Partly Cloudy,12.60555556,0.92,1010.9
Clear,12.32777778,0.93,1011.54
Partly Cloudy,14.96666667,0.87,1010.85
Mostly Cloudy,16.26111111,0.87,1010.89
Foggy,16.25,0.92,1010.93
Partly Cloudy,18.88888889,0.89,1010.64
Partly Cloudy,21.35,0.76,1010.56
Mostly Cloudy,21.20555556,0.76,1010.5
Partly Cloudy,22.33888889,0.72,1010.09
Mostly Cloudy,23.03333333,0.66,1009.62
Mostly Cloudy,23.91111111,0.62,1008.8
Mostly Cloudy,24.97777778,0.51,1008.39
Mostly Cloudy,23.8,0.58,1007.71
Mostly Cloudy,23.59444444,0.53,1007.66
Mostly Cloudy,22.50555556,0.68,1007.66
Mostly Cloudy,20.01666667,0.78,1007.6
Mostly Cloudy,19.91111111,0.74,1007.87
Overcast,19.35555556,0.76,1008.35
Overcast,17.88333333,0.85,1008.32
Overcast,17.25,0.89,1008.16
Overcast,16.62777778,0.92,1008.15
Mostly Cloudy,15.84444444,0.84,1009.37
Overcast,17,0.92,1008.06
Overcast,17.06666667,0.86,1007.86
Overcast,16.50555556,0.79,1008.06
Mostly Cloudy,14.98333333,0.83,1007.87
Partly Cloudy,16.02222222,0.81,1007.98
Mostly Cloudy,16.16111111,0.81,1008.07
Mostly Cloudy,18.84444444,0.68,1007.86
Mostly Cloudy,21.11666667,0.68,1007.95
Partly Cloudy,22.50555556,0.62,1008.2
Partly Cloudy,23.79444444,0.54,1007.95
Partly Cloudy,23.88888889,0.51,1008.03
Partly Cloudy,25.83333333,0.44,1008.03
Partly Cloudy,25.92777778,0.43,1007.73
Partly Cloudy,25,0.42,1007.71
Partly Cloudy,24.94444444,0.43,1007.73
Partly Cloudy,24.92777778,0.45,1007.81
Partly Cloudy,22.8,0.51,1008.02
Partly Cloudy,19.33888889,0.7,1008.55
Partly Cloudy,17.80555556,0.78,1008.62
Mostly Cloudy,17.78333333,0.75,1008.73
Mostly Cloudy,16.48888889,0.79,1009.41
Mostly Cloudy,15.69444444,0.83,1009.79
Mostly Cloudy,15.62777778,0.81,1009.69
Mostly Cloudy,16.21111111,0.93,1007.41
Mostly Cloudy,15.57777778,0.84,1009.61
Mostly Cloudy,15.57777778,0.81,1009.32
Mostly Cloudy,15.60555556,0.81,1009.37
Mostly Cloudy,15.05,0.83,1009.14
Mostly Cloudy,17.06666667,0.73,1009.12
Mostly Cloudy,17.48333333,0.72,1009.19
Overcast,17.66666667,0.71,1009.19
Overcast,18.8,0.69,1008.99
Clear,19.68333333,0.67,1008.93
Clear,18.82222222,0.78,1008.11
Mostly Cloudy,20,0.77,1007.52
Mostly Cloudy,21.15,0.72,1007.29
Mostly Cloudy,23.65555556,0.67,1006.83
Mostly Cloudy,23.61666667,0.6,1006.16
Mostly Cloudy,23.81666667,0.62,1005.9
Partly Cloudy,22.03888889,0.7,1005.65
Mostly Cloudy,19.95,0.7,1006.32
Partly Cloudy,18.92222222,0.8,1006.71
Mostly Cloudy,17.26666667,0.88,1007.17
Partly Cloudy,16.17777778,0.9,1007.38
Mostly Cloudy,15.83333333,0.93,1007.32
Mostly Cloudy,16.73333333,0.93,1007.28
Mostly Cloudy,16.71111111,0.97,1006.86
Overcast,16.26666667,0.97,1009.54
Mostly Cloudy,16.13888889,0.97,1007.4
Partly Cloudy,16.08888889,0.97,1006.87
Mostly Cloudy,15.55555556,0.96,1007.66
Partly Cloudy,14.51666667,1,1007.73
Mostly Cloudy,17.08888889,0.99,1007.8
Mostly Cloudy,17.66666667,0.96,1008.39
Mostly Cloudy,19.79444444,0.85,1008.32
Mostly Cloudy,22.01666667,0.74,1008.71
Partly Cloudy,21.13888889,0.73,1009.28
Partly Cloudy,21.04444444,0.73,1009.72
Partly Cloudy,18.93888889,0.89,1010.77
Overcast,18.91666667,0.9,1010.97
Mostly Cloudy,20.05,0.78,1010.28
Partly Cloudy,21.06666667,0.73,1009.53
Mostly Cloudy,20.05,0.78,1009.78
Overcast,20,0.83,1009.83
Overcast,18.86666667,0.9,1010.18
Overcast,17.95555556,0.96,1010.43
Overcast,17.71111111,0.97,1010.09
Overcast,17.73333333,0.93,1009.92
Overcast,16.79444444,0.97,1010.08
Overcast,16.66666667,0.97,1010.49
Overcast,16.16111111,0.97,1010.1
Overcast,17.01111111,0.91,1013.23
Overcast,16.11666667,0.97,1010.3
Overcast,16.11666667,0.97,1010.48
Overcast,15.55555556,0.96,1010.86
Clear,14.00555556,1,1010.7
Partly Cloudy,16.11666667,0.93,1011.39
Mostly Cloudy,16.05,0.93,1011.92
Mostly Cloudy,16.21111111,0.99,1012.57
Overcast,17.80555556,0.89,1013.15
Mostly Cloudy,18.88333333,0.84,1013.59
Mostly Cloudy,20.18888889,0.77,1013.43
Mostly Cloudy,22.26666667,0.67,1013.32
Partly Cloudy,22.35555556,0.7,1013.49
Partly Cloudy,23.86666667,0.54,1013.22
Partly Cloudy,23.88888889,0.58,1012.83
Partly Cloudy,22.95555556,0.56,1012.85
Partly Cloudy,22.47777778,0.58,0
Partly Cloudy,20.85555556,0.7,1012.28
Mostly Cloudy,19.16111111,0.82,1012.44
Partly Cloudy,17.73333333,0.84,1012.44
Mostly Cloudy,18.23888889,0.81,1012.62
Mostly Cloudy,17.81666667,0.88,1013.45
Mostly Cloudy,17.71111111,0.84,1013.41
Overcast,17.2,0.9,1013.5
Partly Cloudy,15.30555556,0.9,1015.55
Mostly Cloudy,16.55,0.93,1013.21
Mostly Cloudy,16.09444444,0.96,1013.21
Mostly Cloudy,15.55,0.93,1013.5
Mostly Cloudy,14.93333333,0.93,1013.79
Partly Cloudy,17.08888889,0.93,1014.1
Partly Cloudy,18.65555556,0.85,1014.13
Partly Cloudy,19.81111111,0.79,1014.61
Partly Cloudy,21.06111111,0.73,0
Partly Cloudy,22.20555556,0.63,1015.48
Partly Cloudy,22.75,0.57,1015
Partly Cloudy,23.79444444,0.54,1015.18
Partly Cloudy,23.48333333,0.51,1015.29
Partly Cloudy,23.96111111,0.53,1015.17
Partly Cloudy,24.95,0.5,1014.96
Partly Cloudy,23.95555556,0.53,1014.66
Partly Cloudy,23.95555556,0.5,1014.77
Partly Cloudy,23.86111111,0.54,1014.68
Partly Cloudy,19.26666667,0.75,1015.04
Partly Cloudy,17.28888889,0.87,1015.58
Clear,16.62222222,0.93,1015.88
Clear,16.67222222,0.87,1015.95
Partly Cloudy,15.07222222,0.93,1015.99
Partly Cloudy,14.51666667,0.93,1015.89
Partly Cloudy,17.84444444,0.8,1012.82
Partly Cloudy,14.44444444,0.93,1015.98
Partly Cloudy,13.88888889,0.96,1015.71
Mostly Cloudy,14.43333333,0.9,1015.63
Mostly Cloudy,14.92777778,0.87,1015.59
Partly Cloudy,17.04444444,0.82,1015.49
Partly Cloudy,18.78888889,0.78,1015.64
Partly Cloudy,21.16111111,0.73,1015.46
Partly Cloudy,23.86666667,0.62,1015.35
Partly Cloudy,24.96666667,0.56,1015.21
Partly Cloudy,26.13333333,0.47,1014.56
Partly Cloudy,27.22222222,0.44,1014.36
Partly Cloudy,27.73888889,0.39,1014.11
Partly Cloudy,27.77777778,0.4,1013.56
Partly Cloudy,27.8,0.39,1013.07
Partly Cloudy,27.87222222,0.37,1012.83
Mostly Cloudy,26.15555556,0.43,1012.55
Mostly Cloudy,23.97777778,0.54,1012.46
Mostly Cloudy,22.57222222,0.58,1012.52
Mostly Cloudy,21.13888889,0.6,1012.58
Partly Cloudy,20.43888889,0.67,1012.41
Partly Cloudy,20.42777778,0.7,1012.66
Partly Cloudy,19.35555556,0.74,1012.6
Partly Cloudy,18.75,0.76,1012.59
Clear,19.87777778,0.85,1012.55
Partly Cloudy,17.22222222,0.84,1012.09
Partly Cloudy,16.64444444,0.87,1012.11
Partly Cloudy,16.55,0.88,1012.39
Clear,16.09444444,0.87,1012.38
Partly Cloudy,17.66666667,0.84,1012.66
Partly Cloudy,20.78333333,0.7,1012.65
Partly Cloudy,22.73333333,0.67,1012.39
Partly Cloudy,26.01666667,0.55,1012.47
Clear,26.12777778,0.58,1012.91
Clear,28.83888889,0.51,0
Partly Cloudy,29.00555556,0.51,1012.36
Clear,31.03333333,0.45,1012.33
Clear,31.13333333,0.36,1011.95
Clear,31.13333333,0.41,1011.74
Partly Cloudy,31.21111111,0.41,1011.73
Clear,30.02222222,0.48,1011.45
Clear,27.87222222,0.58,1011.65
Partly Cloudy,25.40555556,0.66,1011.99
Partly Cloudy,22.75555556,0.79,1012.36
Partly Cloudy,22.68888889,0.79,1012.47
Clear,21.2,0.84,1012.57
Clear,21.55,0.81,1012.66
Clear,21.43888889,0.82,1012.39
Partly Cloudy,19.50555556,0.92,1015.42
Partly Cloudy,19.86111111,0.88,1012.38
Partly Cloudy,19.33333333,0.87,1012.48
Partly Cloudy,18.75,0.91,1012.44
Clear,18.84444444,0.9,1012.47
Mostly Cloudy,19.91111111,0.87,1012.85
Partly Cloudy,22.10555556,0.81,1012.81
Clear,24.95,0.69,0
Mostly Cloudy,25,0.74,1013.17
Mostly Cloudy,27.3,0.67,1014
Mostly Cloudy,27.96666667,0.62,1013.21
Mostly Cloudy,30.11666667,0.5,1012.98
Mostly Cloudy,31.04444444,0.45,1012.5
Mostly Cloudy,31.20555556,0.47,1012.44
Mostly Cloudy,32.17222222,0.42,1012.52
Mostly Cloudy,32.54444444,0.4,1012.62
Mostly Cloudy,31.03888889,0.44,1012.44
Mostly Cloudy,28.95555556,0.54,1012.65
Partly Cloudy,26.47777778,0.64,1013.44
Partly Cloudy,22.91666667,0.73,1014.17
Partly Cloudy,23.38333333,0.73,1014.58
Partly Cloudy,22.45,0.83,1015.15
Partly Cloudy,22.6,0.77,1015.69
Partly Cloudy,19.98333333,0.9,1015.99
Clear,20.95555556,0.87,1016.78
Clear,18.87222222,0.9,1016.49
Clear,18.33888889,0.93,1016.69
Clear,18.85,0.93,1016.84
Clear,17.27777778,0.99,1017.27
Clear,19.91666667,0.87,1017.3
Clear,23.6,0.74,1017.88
Clear,25.99444444,0.61,1017.85
Clear,27.73333333,0.55,1017.78
Clear,28.79444444,0.5,1018.19
Clear,29.88333333,0.47,1018.67
Partly Cloudy,30.97222222,0.45,1018.15
Partly Cloudy,31.91666667,0.41,1017.78
Partly Cloudy,32.12777778,0.42,1016.77
Partly Cloudy,32.12777778,0.39,1017.07
Partly Cloudy,31.08333333,0.44,1017.26
Partly Cloudy,31.01666667,0.44,1017.23
Partly Cloudy,27.26666667,0.64,1016.27
Partly Cloudy,25.45555556,0.68,1016.14
Partly Cloudy,22.8,0.84,1017.94
Partly Cloudy,23.21666667,0.79,1017.58
Clear,22.23888889,0.85,1017.7
Mostly Cloudy,20.41666667,0.84,1008.14
Mostly Cloudy,19.88333333,0.85,1008.38
Partly Cloudy,16.81111111,0.92,1009.23
Mostly Cloudy,19.37777778,0.9,1007.8
Overcast,18.86666667,0.93,1007.64
Mostly Cloudy,18.88333333,0.93,1007.73
Partly Cloudy,17.87222222,0.97,1008.14
Mostly Cloudy,18.93888889,0.99,1009.1
Overcast,20.08888889,0.92,1009.47
Overcast,21.08888889,0.87,1009.31
Mostly Cloudy,22.17777778,0.81,1009.21
Mostly Cloudy,23.53333333,0.71,1009.38
Mostly Cloudy,23.84444444,0.69,1009.41
Partly Cloudy,24.95555556,0.62,1009.02
Partly Cloudy,25.92222222,0.58,1009
Mostly Cloudy,24.96111111,0.62,1008.75
Mostly Cloudy,24.79444444,0.58,1008.94
Mostly Cloudy,23.75555556,0.62,1008.76
Mostly Cloudy,22.12777778,0.68,1008.95
Mostly Cloudy,21.06111111,0.68,1008.93
Mostly Cloudy,21.06666667,0.68,1009.29
Mostly Cloudy,18.86666667,0.84,1009.42
Mostly Cloudy,18.26666667,0.84,1009.53
Mostly Cloudy,17.87777778,0.86,1009.78
Partly Cloudy,21.08888889,0.9,1017.18
Clear,21.55,0.87,1016.9
Clear,18.78333333,0.85,1017.18
Clear,19.97777778,0.93,1016.59
Clear,20.99444444,0.88,1016.39
Clear,19.98888889,0.88,1016.52
Clear,18.86666667,0.97,1016.34
Clear,22.08888889,0.82,1016.64
Clear,23.77222222,0.75,1016.74
Clear,27.17777778,0.6,1017.06
Clear,28.79444444,0.55,1016.71
Clear,30.86111111,0.55,1017
Clear,32.03888889,0.46,1016.81
Partly Cloudy,32.58888889,0.5,1016.61
Partly Cloudy,32.63888889,0.44,1015.91
Mostly Cloudy,32.15,0.43,1016.18
Mostly Cloudy,31.08333333,0.45,1015.69
Partly Cloudy,32.07777778,0.42,1015.82
Mostly Cloudy,30.97222222,0.45,1014.89
Mostly Cloudy,28.86111111,0.55,1015.24
Mostly Cloudy,26.41111111,0.65,1014.74
Partly Cloudy,23.81666667,0.75,1014.62
Mostly Cloudy,23.31111111,0.79,1014.73
Partly Cloudy,24.53888889,0.72,1014.5
Breezy and Partly Cloudy,21.96666667,0.72,1015.64
Clear,19.88333333,0.79,1016.93
Clear,14.98888889,0.86,1016.56
Partly Cloudy,17.77777778,0.9,1017.74
Partly Cloudy,17.22222222,0.89,1018.25
Mostly Cloudy,16.76666667,0.87,1018.2
Mostly Cloudy,17.17777778,0.81,1017.76
Mostly Cloudy,17.71111111,0.78,1018.34
Mostly Cloudy,17.76111111,0.83,1019.16
Mostly Cloudy,19.90555556,0.73,1018.74
Mostly Cloudy,21.11666667,0.68,1019.29
Mostly Cloudy,21.19444444,0.68,1019.01
Mostly Cloudy,22.25,0.64,1018.68
Mostly Cloudy,21.25555556,0.72,1017.99
Mostly Cloudy,22.64444444,0.63,1017.66
Mostly Cloudy,22.80555556,0.62,1016.61
Mostly Cloudy,22.82777778,0.7,1016.11
Overcast,22.63333333,0.66,1015.78
Mostly Cloudy,20.18888889,0.82,1015.5
Mostly Cloudy,20.18333333,0.77,1015.4
Mostly Cloudy,19.07222222,0.88,1015.46
Mostly Cloudy,17.87222222,0.95,1015.91
Partly Cloudy,17.25,0.92,1016.15
Partly Cloudy,16.32777778,0.89,1016.35
Clear,15.05555556,0.87,1016.27
Clear,14.98888889,0.83,1016.44
Clear,13.20555556,0.95,1016.42
Clear,13.36666667,0.9,1016.05
Clear,14.31666667,0.84,1015.86
Clear,14.33888889,0.84,1015.97
Partly Cloudy,12.74444444,0.9,1015.85
Partly Cloudy,14.85,0.83,1016.03
Partly Cloudy,17.47222222,0.75,1016.04
Partly Cloudy,19.97777778,0.64,1015.63
Partly Cloudy,22.17777778,0.59,1015.79
Partly Cloudy,22.7,0.53,1015.85
Partly Cloudy,23.91111111,0.48,1015.69
Partly Cloudy,24.95,0.42,1015.48
Partly Cloudy,25.01111111,0.39,1015.01
Partly Cloudy,25.01666667,0.42,1014.67
Partly Cloudy,24.92777778,0.42,1014.21
Partly Cloudy,23.99444444,0.44,1014.3
Partly Cloudy,23.81111111,0.45,0
Partly Cloudy,21.16111111,0.59,0
Partly Cloudy,19.85,0.65,1015.08
Partly Cloudy,17.2,0.86,1016.47
Mostly Cloudy,16.68888889,0.89,1016.49
Partly Cloudy,16.27777778,0.91,1016.29
Partly Cloudy,15.02777778,0.92,1016.11
Clear,13.96111111,0.95,1016.23
Clear,13.24444444,0.9,1016.4
Clear,13.31666667,0.93,1016.33
Clear,12.3,0.95,1016.49
Partly Cloudy,12.55,0.95,1016.49
Partly Cloudy,12.20555556,0.93,1016.41
Partly Cloudy,13.80555556,0.93,1016.32
Partly Cloudy,16.15555556,0.81,1016.58
Partly Cloudy,17.78333333,0.78,1016.6
Partly Cloudy,19.93333333,0.68,1016.62
Partly Cloudy,21.08333333,0.62,1016.97
Mostly Cloudy,20.02777778,0.61,1016.73
Mostly Cloudy,20.07777778,0.68,1016.71
Partly Cloudy,20.97777778,0.63,1016.7
Partly Cloudy,22.33888889,0.63,1015.96
Partly Cloudy,23.73333333,0.54,1015.39
Partly Cloudy,22.66111111,0.54,1015.38
Partly Cloudy,22.77777778,0.57,1015.1
Partly Cloudy,21.13888889,0.63,1015.09
Partly Cloudy,18.03333333,0.73,1015.48
Partly Cloudy,16.21111111,0.81,1015.81
Partly Cloudy,16.09444444,0.84,1016.01
Partly Cloudy,15.57222222,0.87,1016.38
Partly Cloudy,13.9,0.92,1016.4
Partly Cloudy,13.85555556,0.9,1016.32
Partly Cloudy,15.18888889,0.81,1012.2
Clear,11.67777778,0.96,1016.1
Clear,11.09444444,0.96,1015.9
Clear,10.78888889,0.96,1015.71
Clear,11,0.93,1015.5
Partly Cloudy,12.6,0.99,1015.59
Partly Cloudy,17.52222222,0.8,1015.36
Partly Cloudy,19.98888889,0.68,1015.07
Clear,22.25,0.59,0
Partly Cloudy,22.94444444,0.52,1015.26
Partly Cloudy,24.95555556,0.47,1014.85
Partly Cloudy,25.05,0.45,0
Partly Cloudy,25.98333333,0.41,1014
Mostly Cloudy,26.13333333,0.43,1013.44
Mostly Cloudy,25.06666667,0.42,1012.85
Mostly Cloudy,25.21111111,0.38,1012.46
Partly Cloudy,25.04444444,0.42,1011.84
Partly Cloudy,22.33333333,0.53,1011.46
Partly Cloudy,20.31111111,0.6,1011.45
Partly Cloudy,17.75555556,0.7,1011.97
Partly Cloudy,18.17222222,0.69,1011.7
Partly Cloudy,17.26111111,0.72,1011.63
Partly Cloudy,17.06111111,0.71,1011.78
Partly Cloudy,16.62222222,0.71,1011.49
Partly Cloudy,14.76111111,0.91,1010.6
Mostly Cloudy,15.06666667,0.8,1011.15
Partly Cloudy,16.16111111,0.81,0
Mostly Cloudy,15.11666667,0.9,1011.12
Mostly Cloudy,15.02222222,0.87,1009.87
Mostly Cloudy,17.10555556,0.76,1009.79
Mostly Cloudy,17.29444444,0.76,1009.36
Mostly Cloudy,20.9,0.73,1008.64
Mostly Cloudy,22.65,0.62,0
Partly Cloudy,22.58888889,0.63,1009.18
Partly Cloudy,22.03888889,0.65,1009.8
Overcast,22.22222222,0.64,0
Overcast,22.33333333,0.65,1009.32
Partly Cloudy,22.82777778,0.66,1008.86
Partly Cloudy,23.81666667,0.59,1008.57
Partly Cloudy,22.86111111,0.62,1008.64
Partly Cloudy,22.7,0.66,0
Mostly Cloudy,22.01666667,0.65,1008.44
Partly Cloudy,19.92222222,0.74,1009.24
Mostly Cloudy,17.71111111,0.84,1009.72
Clear,17.22222222,0.81,0
Mostly Cloudy,17.25555556,0.84,1010.38
Mostly Cloudy,16.06666667,0.87,1010.12
Mostly Cloudy,16.02222222,0.9,1010.41
Partly Cloudy,15.09444444,0.82,1010.76
Partly Cloudy,13.79444444,0.96,1010.49
Mostly Cloudy,13.35555556,0.96,1010.4
Mostly Cloudy,13.91666667,0.95,1010.76
Overcast,13.83888889,0.93,0
Mostly Cloudy,13.88888889,1,0
Mostly Cloudy,15.2,0.93,1010.71
Clear,17.75,0.84,0
Partly Cloudy,21.03888889,0.64,1010.88
Partly Cloudy,22.2,0.59,1010.61
Partly Cloudy,22.77777778,0.51,1010.68
Partly Cloudy,23.88888889,0.48,0
Partly Cloudy,24.81111111,0.45,1010.25
Mostly Cloudy,24.92777778,0.45,1009.8
Mostly Cloudy,24.92777778,0.42,1009.61
Mostly Cloudy,24.87222222,0.42,1009.49
Clear,23.83888889,0.45,0
Clear,22.17222222,0.55,0
Mostly Cloudy,18.46111111,0.69,1009.86
Partly Cloudy,16.13333333,0.81,1010.23
Partly Cloudy,15.55555556,0.84,1010.63
Partly Cloudy,15.6,0.81,1010.37
Partly Cloudy,14.07222222,0.85,1010.82
Partly Cloudy,14.46111111,0.83,1011.02
Mostly Cloudy,16.72222222,0.83,1011.18
Partly Cloudy,15.48888889,0.79,1010.85
Clear,13.88888889,0.9,0
Partly Cloudy,12.67222222,0.9,1011.01
Mostly Cloudy,13.83888889,0.9,1011.02
Clear,15.05,0.87,0
Partly Cloudy,17.71111111,0.79,1011.32
Partly Cloudy,21,0.63,1011.38
Partly Cloudy,22.66666667,0.57,1011.39
Partly Cloudy,23.66666667,0.51,1011.36
Partly Cloudy,24.93333333,0.45,1011.19
Mostly Cloudy,24.86111111,0.46,1011.21
Mostly Cloudy,24.83888889,0.42,1011.18
Mostly Cloudy,25,0.45,1010.88
Clear,26.11111111,0.39,0
Mostly Cloudy,25.91111111,0.4,1010.15
Clear,23.88888889,0.48,0
Clear,21.11111111,0.59,0
Partly Cloudy,18.24444444,0.72,1010.72
Partly Cloudy,17.24444444,0.75,1010.82
Partly Cloudy,16.17777778,0.81,1010.9
Partly Cloudy,17.79444444,0.74,1010.76
Mostly Cloudy,16.66666667,0.78,1010.67
Mostly Cloudy,16.18888889,0.81,0
Mostly Cloudy,13.35,0.95,1007.87
Overcast,15.55555556,0.93,1011.3
Overcast,15,0.93,1011.13
Overcast,14.51666667,0.96,1011.26
Mostly Cloudy,15,0.93,0
Overcast,15,0.93,0
Overcast,15,0.94,1011.02
Overcast,15.11666667,0.93,1011.43
Overcast,15.11666667,0.93,1011.71
Mostly Cloudy,16.24444444,0.92,1011.77
Mostly Cloudy,17.87222222,0.84,1011.38
Mostly Cloudy,19.05,0.73,1011.07
Mostly Cloudy,20.91666667,0.67,1010.78
Partly Cloudy,21.06111111,0.63,0
Partly Cloudy,21.11111111,0.63,0
